source_id,n_ra,n_parallax,n_pmra,n_pmdec,n_phot_g_mean_flux,n_phot_g_mean_mag,n_phot_bp_mean_flux,n_phot_bp_mean_mag,n_phot_rp_mean_flux,n_phot_rp_mean_mag,n_bp_rp,n_bp_g,n_g_rp,teff_gspphot,logg_gspphot,mh_gspphot
74734836132118896,0.419,0.12,0.129,0.664,0.094,0.695,0.223,0.399,0.074,0.675,0.368,0.294,0.532,4751.318,4.8343,-1.5113
103315270802504992,0.252,0.125,0.07,0.333,0.481,0.249,0.847,0.047,0.323,0.322,0.348,0.272,0.51,5062.989,4.6735,-0.4558
106723615114643008,0.006,0.183,0.082,0.251,0.049,0.81,0.076,0.644,0.075,0.671,0.6,0.577,0.743,3493.4949,4.6014,-1.0073
74743391707030896,0.474,0.674,0.249,0.733,0.222,0.483,0.199,0.427,0.266,0.374,0.658,0.636,0.81,3704.3193,4.7523,-0.1918
19163903556589100,0.666,0.166,0.183,0.452,0.514,0.227,0.976,0.008,0.321,0.323,0.31,0.231,0.47,5392.425,4.6539,-0.8777
89304537726887904,0.481,0.139,0.359,0.413,0.203,0.508,0.37,0.27,0.16,0.502,0.397,0.317,0.575,4522.7705,4.8193,-1.2169
89922871283448496,0.916,0.153,0.118,0.714,0.098,0.685,0.232,0.389,0.08,0.66,0.371,0.289,0.546,4782.2334,4.8991,-2.1321
24863874914213800,0.934,0.177,0.282,0.083,0.024,0.894,0.072,0.654,0.049,0.751,0.539,0.479,0.717,3665.757,4.8268,-0.8205
26270631322776700,0.401,0.115,0.16,0.46,0.002,0.99,0.099,0.587,0.005,0.958,0.295,0.228,0.438,5671.026,4.7429,-1.921
79444353672116704,0.133,0.17,0.218,0.625,0.532,0.216,0.916,0.026,0.371,0.284,0.361,0.278,0.535,4953.7534,4.7199,-1.0994
24225956307437300,0.338,0.053,0.066,0.614,0.095,0.692,0.274,0.347,0.062,0.71,0.287,0.203,0.449,5660.059,4.7269,-1.9394
23065215625664600,0.351,0.817,0.104,0.697,0.923,0.03,0.906,0.029,0.9,0.033,0.584,0.539,0.752,4138.857,4.6225,0.0237
23504470521095100,0.732,0.082,0.259,0.79,0.037,0.85,0.074,0.648,0.06,0.714,0.566,0.528,0.72,3773.8665,4.794,-0.4323
87556687900248400,0.167,0.03,0.095,0.635,0.08,0.727,0.207,0.417,0.065,0.699,0.363,0.282,0.536,4870.29,4.801,-1.4951
73097560239296704,0.079,0.167,0.123,0.708,0.053,0.799,0.139,0.512,0.057,0.723,0.431,0.353,0.612,4354.1953,4.8479,-1.5482
88961176566261600,0.766,0.403,0.508,0.328,0.096,0.69,0.112,0.561,0.137,0.54,0.637,0.592,0.815,3588.3787,4.4272,-1.1219
18378783535376300,0.886,0.583,0.272,0.414,0.012,0.943,0.026,0.822,0.052,0.739,0.707,0.715,0.83,3178.9736,4.6578,-0.8401
106576834607382000,0.313,0.453,0.201,0.433,0.532,0.216,0.566,0.156,0.51,0.195,0.561,0.514,0.726,4266.6255,4.601,0.2268
19185653271201900,0.855,0.089,0.37,0.155,0.032,0.865,0.119,0.548,0.037,0.794,0.402,0.327,0.574,4582.7295,4.8374,-2.4041
26274724426903400,0.496,0.326,0.42,0.4,0.059,0.781,0.105,0.576,0.084,0.649,0.556,0.494,0.74,3506.7878,4.6145,-1.1773
73074401775576704,0.03,0.038,0.211,0.559,0.059,0.783,0.165,0.473,0.048,0.755,0.366,0.305,0.512,4997.701,4.8487,-2.3814
102579624508480000,0.089,0.133,0.303,0.082,0.292,0.404,0.595,0.143,0.184,0.468,0.309,0.232,0.465,5391.2173,4.7177,-2.2018
99824866844435200,0.306,0.153,0.116,0.554,0.266,0.431,0.496,0.192,0.188,0.464,0.359,0.282,0.525,4862.022,4.7611,-1.0732
75687601612849200,0.185,0.058,0.027,0.295,0.542,0.21,0.919,0.025,0.385,0.273,0.369,0.285,0.546,5648.267,4.652,-2.7485
74466142978255200,0.62,0.179,0.126,0.735,0.091,0.702,0.214,0.409,0.079,0.661,0.389,0.303,0.573,4559.477,4.8482,-1.3744
24129847823710000,0.128,0.088,0.112,0.608,0.359,0.342,0.692,0.102,0.228,0.413,0.319,0.244,0.475,5318.216,4.6627,-0.9124
103436212786602000,0.253,0.065,0.074,0.586,0.113,0.654,0.269,0.352,0.082,0.653,0.342,0.263,0.507,5008.3276,4.7855,-1.337
76495021104815392,0.318,0.262,0.361,0.136,0.63,0.16,0.849,0.047,0.521,0.189,0.463,0.393,0.641,4431.304,4.4472,-0.0551
18526496050425000,0.956,0.064,0.006,0.105,0.108,0.665,0.3,0.324,0.065,0.701,0.273,0.198,0.422,5837.9023,4.7154,-2.5675
73161404928544800,0.111,0.183,0.07,0.218,0.305,0.39,0.439,0.225,0.262,0.377,0.465,0.397,0.639,4145.604,4.3701,-0.5084
26756512382748200,0.973,0.16,0.016,0.279,0.089,0.705,0.212,0.412,0.078,0.665,0.388,0.303,0.569,4584.4004,4.7413,-0.7746
87405401972194800,0.572,0.197,0.138,0.488,0.014,0.937,0.06,0.687,0.039,0.785,0.54,0.481,0.718,3626.6843,4.9737,-0.7519
74980787434904496,0.78,0.273,0.114,0.929,0.11,0.66,0.211,0.413,0.095,0.624,0.425,0.366,0.581,4372.4937,4.8204,-1.0152
79824612896025200,0.038,0.08,0.3,0.242,0.091,0.701,0.227,0.394,0.075,0.672,0.365,0.276,0.549,4792.052,4.896,-2.2081
76247695412852400,0.598,0.29,0.332,0.094,0.093,0.697,0.111,0.563,0.118,0.576,0.608,0.586,0.75,3864.1758,4.7936,-0.5336
26059082708985000,0.86,0.183,0.07,0.557,0.326,0.371,0.585,0.148,0.223,0.419,0.356,0.286,0.514,4998.516,4.7614,-1.1727
82695403396698400,0.711,0.185,0.097,0.557,0.122,0.638,0.21,0.414,0.123,0.565,0.478,0.399,0.669,4003.3862,4.5428,-1.6166
103018707605751008,0.052,0.278,0.095,0.32,0.158,0.574,0.281,0.341,0.135,0.543,0.428,0.354,0.604,4395.8423,4.7012,-0.5291
22755355209686100,0.436,0.117,0.053,0.49,0.317,0.379,0.611,0.136,0.208,0.438,0.329,0.253,0.489,5245.7646,4.4118,-1.0326
82689596600843008,0.627,0.422,0.437,0.391,0.031,0.87,0.031,0.796,0.077,0.666,0.746,0.768,0.859,3327.0874,4.4796,-1.1197
89022577418799200,0.629,0.162,0.135,0.696,0.055,0.792,0.066,0.67,0.096,0.622,0.667,0.648,0.818,3365.0803,4.3974,-1.1183
88956709799840992,0.793,0.091,0.29,0.367,0.139,0.605,0.243,0.378,0.128,0.556,0.451,0.378,0.631,4196.8286,4.6383,-1.3996
85807949016354896,0.478,0.163,0.297,0.788,0.344,0.354,0.518,0.18,0.297,0.344,0.453,0.367,0.648,4492.9355,4.8046,-1.1448
76084456591066208,0.35,0.428,0.085,0.42,0.369,0.332,0.47,0.207,0.393,0.268,0.544,0.444,0.775,4184.5776,4.6872,-0.2981
26547605173689400,0.974,0.126,0.059,0.547,0.14,0.604,0.291,0.332,0.105,0.602,0.368,0.297,0.529,4847.9785,4.5499,-0.6342
89172592036386800,0.871,0.269,0.236,0.453,0.028,0.88,0.053,0.711,0.055,0.731,0.61,0.601,0.736,3529.5686,4.4869,-1.6287
87442033749061600,0.695,0.945,0.009,0.014,0.634,0.158,0.566,0.157,0.669,0.118,0.629,0.594,0.792,3940.1575,4.7001,-0.0473
101546530255475008,0.46,0.161,0.211,0.114,0.145,0.595,0.276,0.345,0.123,0.565,0.414,0.334,0.593,4541.239,4.8572,-1.4487
89361059496460192,0.559,0.147,0.168,0.743,0.386,0.319,0.701,0.099,0.262,0.377,0.347,0.269,0.513,5117.938,4.7671,-1.7246
76347991489271200,0.305,0.509,0.308,0.098,0.033,0.862,0.035,0.777,0.078,0.665,0.729,0.745,0.846,3374.2222,4.6405,-0.7332
85930785080812192,0.173,0.076,0.023,0.524,0.18,0.54,0.373,0.268,0.127,0.558,0.347,0.27,0.512,5044.42,4.7935,-1.8674
99670316741293904,0.046,0.248,0.322,0.325,0.024,0.897,0.05,0.722,0.057,0.723,0.628,0.6,0.782,3390.058,4.6123,-0.7508
87415130073751392,0.611,0.141,0.051,0.404,0.035,0.857,0.13,0.528,0.037,0.797,0.381,0.303,0.551,4523.605,4.8954,-1.6196
74749546395771200,0.34,0.066,0.006,0.514,0.194,0.52,0.382,0.261,0.138,0.539,0.357,0.285,0.517,4911.7876,4.7808,-1.2744
75712718581591200,0.186,0.309,0.396,0.261,0.001,0.995,0.034,0.782,0.032,0.814,0.603,0.571,0.758,3481.4045,4.9222,-0.3998
22991234813564500,0.525,0.207,0.067,0.602,0.094,0.694,0.201,0.425,0.089,0.638,0.424,0.342,0.609,4309.625,4.7262,-0.6222
86571388043041904,0.703,0.174,0.054,0.594,0.302,0.394,0.497,0.192,0.235,0.406,0.409,0.333,0.584,4490.8496,4.7933,-1.0196
89335938232419696,0.594,0.788,0.418,0.548,0.074,0.743,0.047,0.733,0.133,0.546,0.792,0.829,0.894,3361.4133,4.8673,-0.0321
74673950676037600,0.19,0.165,0.13,0.292,0.023,0.9,0.056,0.701,0.055,0.731,0.6,0.555,0.771,3600.7554,4.865,-0.4377
106598992343400992,0.254,0.045,0.058,0.512,0.14,0.605,0.317,0.31,0.098,0.617,0.334,0.257,0.497,5064.1704,4.7865,-1.5902
87635371701531296,0.088,0.6,0.202,0.672,0.003,0.986,0.017,0.869,0.044,0.768,0.726,0.742,0.843,3262.398,4.6233,-1.1328
25135935322893400,0.84,0.164,0.069,0.564,0.006,0.971,0.087,0.616,0.018,0.883,0.388,0.305,0.568,4647.1226,4.819,-1.7758
99845242169357504,0.321,0.16,0.18,0.023,0.42,0.292,0.775,0.071,0.282,0.358,0.338,0.256,0.508,5034.9443,4.7563,-1.5153
75970103086680400,0.045,0.154,0.093,0.572,0.251,0.448,0.519,0.18,0.176,0.479,0.334,0.237,0.52,5120.9,4.7618,-1.5
87731892501708496,0.527,0.561,0.13,0.113,0.797,0.081,0.919,0.025,0.719,0.098,0.523,0.462,0.701,4215.1665,4.6611,-0.2438
75080598179614208,0.973,0.203,0.127,0.277,0.277,0.42,0.351,0.283,0.264,0.375,0.521,0.462,0.696,4285.297,4.5557,-0.0271
75263048390308192,0.573,0.338,0.146,0.85,0.017,0.923,0.066,0.672,0.045,0.766,0.543,0.472,0.736,3656.0962,4.9666,-0.768
89063431147125200,0.825,0.226,0.133,0.613,0.037,0.849,0.134,0.521,0.047,0.757,0.409,0.301,0.625,4410.9917,5.06,-2.4475
87462164260181104,0.677,0.028,0.164,0.16,0.389,0.316,0.784,0.068,0.243,0.397,0.301,0.217,0.465,5566.7065,4.6973,-3.3235
23287690636726600,0.984,0.258,0.133,0.664,0.011,0.949,0.03,0.802,0.05,0.748,0.68,0.671,0.819,3380.3147,4.9115,-0.2122
102342611032896000,0.74,0.068,0.147,0.614,0.201,0.51,0.415,0.239,0.14,0.534,0.341,0.259,0.51,5003.274,4.7857,-1.3699
76052983070720496,0.433,0.143,0.239,0.004,0.565,0.196,0.933,0.021,0.404,0.26,0.377,0.296,0.551,5217.839,4.7289,-1.5035
102062686540207008,0.903,0.095,0.034,0.684,0.297,0.399,0.595,0.143,0.2,0.447,0.327,0.239,0.503,5239.695,4.7162,-1.4047
75184643762664096,0.547,0.3,0.166,0.736,0.283,0.414,0.391,0.255,0.26,0.38,0.491,0.421,0.675,4101.2993,4.7187,-0.4188
103419926270556992,0.281,0.083,0.252,0.687,0.116,0.648,0.263,0.357,0.088,0.639,0.36,0.282,0.526,4832.8506,4.7957,-1.4593
74710646876820800,0.245,0.761,0.253,0.461,0.12,0.641,0.081,0.63,0.177,0.479,0.756,0.783,0.862,3473.7166,4.8011,-0.1614
88102457985214800,0.931,0.187,0.142,0.53,0.354,0.345,0.621,0.132,0.249,0.391,0.366,0.291,0.529,4878.098,4.6919,-0.7082
79812380829815504,0.071,0.023,0.154,0.556,0.145,0.595,0.298,0.326,0.104,0.604,0.361,0.299,0.508,4863.739,4.8793,-2.5289
26391444458237800,0.686,0.649,0.243,0.33,1.0,0.002,0.932,0.021,1.0,0.002,0.604,0.563,0.77,4065.5154,4.3834,0.2531
102328287317740000,0.797,0.138,0.075,0.674,0.283,0.414,0.486,0.197,0.213,0.432,0.392,0.316,0.563,4616.2466,4.8053,-1.2404
19215310020747900,0.636,0.368,0.232,0.378,0.084,0.716,0.123,0.54,0.11,0.59,0.574,0.518,0.753,3582.4285,4.4867,-0.8538
74807408195123200,0.291,0.014,0.154,0.535,0.198,0.515,0.447,0.22,0.119,0.573,0.289,0.218,0.435,5715.5986,4.7266,-2.0932
103530873865492992,0.268,0.12,0.153,0.778,0.286,0.411,0.548,0.166,0.225,0.418,0.374,0.263,0.587,4955.325,4.7796,-1.5204
102574126950895008,0.124,0.077,0.098,0.423,0.051,0.805,0.113,0.559,0.061,0.712,0.484,0.43,0.645,4023.8557,4.8231,-0.8154
79417965392967808,0.135,0.042,0.082,0.62,0.046,0.818,0.168,0.467,0.037,0.795,0.326,0.247,0.488,5213.149,4.779,-1.723
87717835073333696,0.514,0.535,0.24,0.082,0.451,0.269,0.503,0.189,0.435,0.24,0.552,0.498,0.725,3657.2947,4.1325,-1.2137
99907227137606208,0.162,0.079,0.072,0.456,0.186,0.531,0.374,0.267,0.133,0.548,0.355,0.279,0.519,4916.9487,4.8015,-1.5367
72624426642006208,0.066,0.03,0.191,0.643,0.012,0.944,0.086,0.618,0.026,0.841,0.427,0.347,0.609,4363.65,4.8764,-1.3675
106548930204115008,0.264,0.062,0.086,0.612,0.026,0.886,0.128,0.532,0.023,0.859,0.33,0.27,0.468,5133.234,4.7803,-1.4039
106930739912448000,0.028,0.221,0.287,0.405,0.38,0.323,0.618,0.133,0.29,0.35,0.403,0.324,0.58,4509.5464,4.5741,-1.2168
102403152894224000,0.691,0.026,0.099,0.602,0.073,0.745,0.213,0.41,0.055,0.73,0.329,0.244,0.5,5067.1265,4.7893,-1.4831
86646090409575904,0.597,0.185,0.072,0.44,0.418,0.293,0.71,0.096,0.286,0.354,0.365,0.298,0.519,4808.7646,4.5021,-0.7761
102288017704315008,0.57,0.037,0.059,0.626,0.239,0.462,0.506,0.187,0.149,0.52,0.304,0.23,0.457,5479.283,4.7087,-1.4951
26308976791073700,0.522,0.337,0.365,0.781,0.076,0.736,0.128,0.531,0.093,0.629,0.531,0.474,0.704,3718.0288,4.4596,-1.6835
23589648312475200,0.716,0.152,0.151,0.572,0.371,0.331,0.574,0.153,0.303,0.339,0.432,0.35,0.618,4329.5156,4.3671,-1.2308
101848900247792992,0.252,0.445,0.141,0.457,0.422,0.291,0.499,0.19,0.393,0.268,0.529,0.472,0.701,4358.3975,4.5788,0.2741
99833284980396000,0.321,0.585,0.178,0.356,0.029,0.878,0.041,0.755,0.072,0.68,0.696,0.684,0.843,3282.0034,4.6175,-1.086
24686033204247900,0.447,0.537,0.233,0.887,0.045,0.823,0.072,0.654,0.082,0.654,0.624,0.577,0.802,3390.1514,4.6066,-1.1454
23311025193941100,0.767,0.268,0.127,0.673,0.003,0.984,0.072,0.655,0.013,0.911,0.4,0.358,0.529,4511.567,4.8661,-1.4231
89901366382328704,0.897,0.411,0.24,0.876,0.035,0.854,0.076,0.644,0.061,0.711,0.566,0.517,0.735,3816.3806,4.8767,-1.1348
102161672651004992,0.895,0.203,0.244,0.783,0.015,0.932,0.063,0.681,0.042,0.774,0.544,0.476,0.734,3690.1724,4.8406,-0.9889
99921108472021296,0.201,0.15,0.08,0.099,0.266,0.431,0.478,0.202,0.186,0.465,0.367,0.301,0.52,4834.679,4.7392,-1.0342
99816895385325792,0.225,0.203,0.068,0.523,0.027,0.884,0.113,0.56,0.038,0.793,0.414,0.323,0.609,4459.1826,4.6962,-0.915
102361959861335008,0.882,0.187,0.249,0.004,0.326,0.37,0.492,0.194,0.27,0.37,0.443,0.37,0.621,4302.9014,4.5768,-0.5039
82579439279683392,0.565,0.572,0.064,0.226,0.038,0.844,0.032,0.79,0.086,0.644,0.761,0.793,0.862,3673.7148,4.5799,-0.2852
25158956347689900,0.913,0.035,0.136,0.591,0.057,0.788,0.155,0.487,0.047,0.756,0.378,0.324,0.519,4826.8716,4.857,-1.8169
85894810434544096,0.359,0.125,0.183,0.427,0.1,0.68,0.182,0.449,0.107,0.597,0.482,0.404,0.674,3994.9006,4.8215,-0.7905
25163320034497100,0.896,0.488,0.272,0.135,0.03,0.873,0.046,0.737,0.068,0.692,0.668,0.657,0.807,3327.4453,4.6098,-1.1871
82402486626908800,0.845,0.094,0.127,0.618,0.103,0.675,0.22,0.402,0.086,0.643,0.398,0.327,0.564,4658.9595,4.9339,-2.7208
19379132957906100,0.825,0.407,0.051,0.395,0.108,0.665,0.121,0.543,0.136,0.542,0.619,0.594,0.768,3572.744,4.4479,-1.1011
19286327304434300,0.896,0.322,0.137,0.45,0.012,0.946,0.088,0.614,0.032,0.816,0.445,0.337,0.667,4105.0884,5.2031,-2.2186
18305528573255200,0.97,0.276,0.12,0.305,0.006,0.97,0.075,0.647,0.023,0.859,0.438,0.363,0.617,4252.5737,4.9446,-1.5297
102055161757512992,0.909,0.308,0.003,0.796,0.211,0.497,0.275,0.346,0.206,0.44,0.524,0.47,0.692,4487.8154,4.6155,0.4262
89088101439361200,0.912,0.094,0.322,0.45,0.066,0.762,0.226,0.395,0.055,0.73,0.315,0.195,0.529,5490.2314,4.7191,-3.7662
79598113501359696,0.191,0.089,0.272,0.692,0.285,0.412,0.545,0.167,0.196,0.453,0.345,0.264,0.513,5024.1787,4.7687,-1.5268
106864082020099008,0.165,0.311,0.097,0.211,0.389,0.316,0.572,0.154,0.317,0.326,0.443,0.371,0.62,4251.74,4.603,-0.5035
89919366590116896,0.843,0.069,0.05,0.646,0.137,0.61,0.329,0.3,0.094,0.624,0.319,0.232,0.49,5269.988,4.7553,-2.0219
85982500782452800,0.232,0.227,0.051,0.526,0.153,0.581,0.305,0.319,0.122,0.568,0.387,0.306,0.563,4725.757,4.8725,-1.7091
74431547017168800,0.424,0.266,0.278,0.596,0.046,0.82,0.108,0.569,0.06,0.713,0.492,0.427,0.668,3971.9458,4.8997,-1.0547
23239518283348900,0.878,0.224,0.159,0.709,0.469,0.257,0.799,0.063,0.327,0.318,0.366,0.289,0.533,4904.424,4.667,-0.6425
101475169373827008,0.582,0.55,0.846,0.783,0.245,0.455,0.236,0.384,0.283,0.357,0.633,0.596,0.798,5746.485,4.3951,-0.5041
88987633564537600,0.804,0.08,0.037,0.649,0.285,0.411,0.581,0.15,0.177,0.478,0.307,0.234,0.458,5453.5205,4.6525,-0.9878
102697444051816000,0.16,0.215,0.402,0.583,0.148,0.591,0.247,0.373,0.128,0.556,0.447,0.389,0.606,4347.407,4.6524,-0.0192
76246149224587600,0.557,0.079,0.29,0.295,0.471,0.256,0.959,0.013,0.271,0.369,0.274,0.201,0.42,6766.194,4.3593,-0.0878
74992366666726496,0.761,0.064,0.206,0.617,0.008,0.963,0.074,0.649,0.025,0.849,0.448,0.376,0.625,4172.058,4.7502,-2.1698
26450440128969300,0.756,0.28,0.264,0.418,0.28,0.416,0.405,0.246,0.242,0.398,0.467,0.4,0.641,4141.362,4.5831,-0.4108
89798596404917104,0.901,0.378,0.193,0.319,0.623,0.164,0.907,0.029,0.505,0.198,0.439,0.355,0.629,4739.168,4.7344,-0.9639
74448344633879104,0.391,0.09,0.026,0.306,0.208,0.501,0.417,0.238,0.146,0.525,0.348,0.269,0.515,5013.075,4.7406,-1.29
99864655421664000,0.195,0.11,0.193,0.622,0.15,0.587,0.285,0.337,0.122,0.568,0.403,0.33,0.573,4572.9536,4.851,-1.4434
81161829489455600,0.997,0.034,0.081,0.647,0.369,0.333,0.702,0.099,0.247,0.393,0.333,0.249,0.504,5137.4766,4.7653,-1.8002
89301307911662896,0.488,0.389,0.211,0.181,0.256,0.442,0.324,0.304,0.253,0.387,0.531,0.47,0.709,4382.7817,4.6701,0.0384
76344624234893792,0.319,0.095,0.122,0.598,0.116,0.649,0.261,0.36,0.09,0.635,0.365,0.286,0.536,4810.632,4.8031,-1.4247
23083078394346600,0.739,0.052,0.109,0.491,0.047,0.818,0.154,0.489,0.041,0.779,0.36,0.286,0.522,4913.29,4.8693,-2.1367
102037496556656000,0.944,0.156,0.136,0.478,0.174,0.55,0.339,0.292,0.128,0.556,0.371,0.3,0.532,4779.113,4.8236,-1.4786
101692563438587008,0.179,0.152,0.212,0.455,0.357,0.343,0.646,0.121,0.247,0.393,0.354,0.275,0.521,4970.381,4.7207,-1.0959
101998257735447008,0.664,0.075,0.12,0.702,0.116,0.649,0.272,0.349,0.088,0.639,0.352,0.266,0.528,5000.871,4.8,-2.0094
102066667974132992,0.882,0.146,0.187,0.582,0.012,0.944,0.053,0.71,0.036,0.801,0.548,0.513,0.697,3659.771,4.46,-1.7671
23078852146369400,0.391,0.125,0.111,0.06,0.259,0.439,0.538,0.17,0.172,0.485,0.319,0.233,0.491,5318.794,4.7434,-2.9091
87628602832895200,0.081,0.132,0.252,0.07,0.395,0.312,0.739,0.084,0.262,0.378,0.333,0.253,0.499,5266.1963,4.3692,-2.4559
76199901016734896,0.603,0.172,0.204,0.453,0.148,0.591,0.29,0.332,0.114,0.583,0.385,0.316,0.546,4649.835,4.8549,-1.5738
22948834896488400,0.385,0.539,0.26,0.18,0.072,0.746,0.088,0.614,0.122,0.568,0.662,0.611,0.853,3473.3503,4.5105,-0.8988
19686652616539200,0.712,0.459,0.316,0.268,0.169,0.557,0.175,0.458,0.2,0.448,0.622,0.589,0.781,3813.6328,4.7017,-0.0711
19218638620410100,0.636,0.322,0.253,0.943,0.021,0.908,0.071,0.656,0.051,0.745,0.546,0.465,0.754,3533.2598,4.6759,-0.8195
86044004714107904,0.446,0.186,0.177,0.191,0.317,0.38,0.534,0.172,0.241,0.4,0.397,0.317,0.573,4541.5503,4.3873,-0.9611
89484647180228896,0.776,0.06,0.048,0.262,0.074,0.743,0.173,0.46,0.063,0.706,0.398,0.339,0.548,4561.3574,4.7804,-1.9838
83117791955830704,0.887,0.255,0.133,0.38,0.441,0.277,0.707,0.096,0.335,0.311,0.403,0.322,0.582,4548.3223,4.7082,-0.6259
88946195719837792,0.741,0.006,0.041,0.634,0.113,0.654,0.272,0.349,0.081,0.657,0.336,0.26,0.498,5111.5303,4.7607,-1.5104
24671666538190400,0.484,0.144,0.046,0.246,0.142,0.601,0.26,0.361,0.123,0.565,0.428,0.353,0.604,4323.78,4.6073,-1.3604
75105959961739904,0.763,0.034,0.198,0.314,0.064,0.767,0.208,0.416,0.047,0.759,0.309,0.224,0.476,5363.9893,4.7246,-3.7105
76313391232650400,0.234,0.725,0.419,0.449,0.003,0.984,0.026,0.819,0.046,0.76,0.686,0.653,0.857,3226.2834,4.9884,-0.242
23027037661291500,0.358,0.255,0.151,0.583,0.315,0.381,0.481,0.2,0.262,0.377,0.443,0.367,0.623,4333.5107,4.6716,-0.3515
19682190145697100,0.767,0.025,0.082,0.687,0.13,0.622,0.319,0.308,0.088,0.64,0.313,0.23,0.478,5302.0337,4.7764,-2.0333
19603643783849000,0.798,0.144,0.114,0.516,0.533,0.216,0.928,0.022,0.445,0.233,0.402,0.272,0.643,4974.8413,4.7026,-1.0565
19524337212247000,0.443,0.184,0.045,0.44,0.198,0.514,0.383,0.261,0.146,0.526,0.368,0.292,0.536,4866.5405,4.7026,-0.7579
102202045343575008,0.572,0.337,0.218,0.258,0.009,0.957,0.034,0.782,0.043,0.771,0.642,0.624,0.786,3412.1313,4.7029,-0.9368
102220427803919008,0.704,0.433,0.184,0.539,0.539,0.212,0.717,0.093,0.451,0.23,0.471,0.404,0.645,4387.1465,4.666,-0.0275
75711309832341200,0.229,0.263,0.39,0.173,0.461,0.262,0.672,0.11,0.37,0.284,0.439,0.367,0.615,4425.1055,4.414,-0.3338
72838281653799904,0.131,0.2,0.233,0.685,0.316,0.38,0.521,0.179,0.255,0.385,0.415,0.328,0.605,4689.6914,4.7419,-0.8324
102320071044616992,0.763,0.259,0.094,0.767,0.001,0.994,0.047,0.733,0.031,0.819,0.554,0.485,0.745,3566.2185,4.4962,-1.6797
85893543419903200,0.308,0.243,0.085,0.439,0.377,0.326,0.589,0.146,0.29,0.351,0.415,0.344,0.584,4376.295,4.5998,-1.5605
74587986905885104,0.535,0.122,0.063,0.717,0.334,0.364,0.675,0.109,0.207,0.439,0.303,0.225,0.459,5582.734,4.6702,-1.7443
89450841492893296,0.706,0.161,0.031,0.63,0.279,0.418,0.534,0.172,0.188,0.462,0.341,0.266,0.503,5134.412,4.7909,-2.042
26866360466750000,0.898,0.186,0.071,0.556,0.021,0.908,0.091,0.606,0.037,0.793,0.457,0.375,0.65,4013.0261,4.9856,-1.3376
99846272961518704,0.312,0.119,0.126,0.578,0.206,0.503,0.415,0.239,0.143,0.53,0.345,0.269,0.508,5005.406,4.7744,-1.716
82493441149848304,0.528,0.147,0.074,0.572,0.615,0.168,0.996,0.003,0.439,0.237,0.38,0.303,0.551,5324.6777,4.7057,-1.1477
19487610947347700,0.676,0.051,0.095,0.825,0.204,0.507,0.451,0.217,0.131,0.55,0.306,0.223,0.47,5490.9126,4.7191,-1.3001
103362992183759008,0.305,0.045,0.115,0.341,0.035,0.854,0.133,0.523,0.035,0.802,0.372,0.298,0.536,4791.6914,4.9003,-2.0417
23466326916393800,0.487,0.188,0.117,0.575,0.019,0.915,0.053,0.713,0.044,0.77,0.577,0.556,0.713,3507.9026,4.6264,-1.1798
25959194654451200,0.821,0.401,0.145,0.502,0.086,0.714,0.103,0.579,0.119,0.573,0.626,0.593,0.785,3718.0715,4.8225,-0.4771
24576180825444800,0.173,0.497,0.339,0.074,0.3,0.395,0.349,0.285,0.295,0.346,0.549,0.499,0.716,4126.225,4.6869,-0.0171
106823395794395008,0.046,0.101,0.132,0.506,0.094,0.695,0.201,0.424,0.086,0.644,0.418,0.339,0.599,4488.1357,4.5299,-0.277
103528468683904992,0.359,0.048,0.064,0.599,0.149,0.589,0.363,0.274,0.092,0.63,0.29,0.214,0.442,5643.9307,4.7131,-1.6374
82327719836439600,0.737,0.16,0.247,0.107,0.03,0.873,0.078,0.637,0.052,0.739,0.533,0.478,0.705,3770.1184,4.8969,-0.7932
23216772136190800,0.766,0.174,0.18,0.639,0.008,0.961,0.056,0.7,0.035,0.803,0.537,0.47,0.723,3686.5195,5.0068,-0.91
75884517273024304,0.05,0.273,0.078,0.369,0.025,0.89,0.05,0.722,0.08,0.66,0.683,0.607,0.908,3492.047,4.8278,-0.148
75326858719809904,0.71,0.038,0.161,0.578,0.158,0.574,0.388,0.257,0.108,0.595,0.304,0.203,0.49,5510.5713,4.6876,-3.4733
23224438653322100,0.95,0.278,0.333,0.578,0.42,0.292,0.69,0.103,0.307,0.336,0.388,0.313,0.556,4599.362,4.648,-2.0891
102191565623383008,0.622,0.026,0.085,0.603,0.291,0.405,0.545,0.167,0.203,0.444,0.352,0.272,0.521,4941.433,4.7281,-1.1323
103208648239182000,0.726,0.293,0.029,0.205,0.376,0.327,0.552,0.163,0.307,0.335,0.445,0.374,0.618,4340.3438,4.4882,-0.3569
102406661880964992,0.622,0.117,0.182,0.591,0.359,0.341,0.692,0.102,0.232,0.409,0.322,0.244,0.484,5203.1304,4.6858,-1.3475
87233843799120000,0.125,0.197,0.114,0.21,0.255,0.444,0.491,0.195,0.181,0.472,0.354,0.27,0.528,4940.413,4.7728,-1.5895
24408475237505600,0.599,0.408,0.292,0.181,0.298,0.398,0.377,0.265,0.283,0.357,0.521,0.459,0.698,3908.6921,4.776,-0.5201
103148591711506000,0.313,0.44,0.037,0.131,0.119,0.644,0.145,0.502,0.14,0.535,0.586,0.549,0.744,3549.2732,4.4481,-1.0497
