source_id,n_ra,n_parallax,n_pmra,n_pmdec,n_phot_g_mean_flux,n_phot_g_mean_mag,n_phot_bp_mean_flux,n_phot_bp_mean_mag,n_phot_rp_mean_flux,n_phot_rp_mean_mag,n_bp_rp,n_bp_g,n_g_rp,teff_gspphot,logg_gspphot,mh_gspphot
101810687923308992,0.411,0.199,0.1,0.317,0.009,0.957,0.05,0.722,0.038,0.793,0.566,0.517,0.736,3489.4314,4.5164,-1.542
79535239475257408,0.182,0.501,0.484,0.953,0.567,0.195,0.686,0.105,0.506,0.198,0.51,0.449,0.685,4335.952,4.5284,0.0256
86516790418898496,0.488,0.098,0.157,0.702,0.005,0.976,0.072,0.654,0.02,0.871,0.434,0.368,0.601,4265.4497,5.0487,-1.8829
87435054426484000,0.661,0.398,0.254,0.368,0.261,0.437,0.329,0.3,0.249,0.391,0.523,0.469,0.692,4280.7495,4.5402,0.0366
25061168531937100,0.95,0.102,0.071,0.543,0.054,0.795,0.138,0.515,0.053,0.736,0.422,0.364,0.576,4414.977,4.746,-0.5853
86609943964842400,0.791,0.276,0.08,0.676,0.512,0.228,0.816,0.057,0.382,0.276,0.397,0.318,0.574,4665.005,4.7111,-0.7587
79433431569858000,0.061,0.468,0.436,0.451,0.762,0.096,0.946,0.017,0.782,0.073,0.537,0.427,0.779,4454.001,4.6664,0.7751
23855313514323300,0.126,0.18,0.151,0.715,0.578,0.189,0.992,0.004,0.397,0.265,0.357,0.276,0.528,4949.877,4.6704,-0.7073
85655499152480192,0.341,0.036,0.096,0.495,0.313,0.383,0.53,0.174,0.248,0.392,0.405,0.317,0.595,5545.684,4.7374,-3.808
89484612820486000,0.782,0.184,0.081,0.397,0.018,0.918,0.083,0.625,0.031,0.82,0.451,0.394,0.609,4226.3164,4.9397,-1.4629
79497198949765104,0.084,0.321,0.084,0.474,0.036,0.852,0.103,0.58,0.055,0.731,0.488,0.405,0.687,4037.2312,4.9897,-1.3879
82592977019678304,0.586,0.049,0.065,0.611,0.076,0.736,0.172,0.462,0.075,0.672,0.429,0.351,0.61,4603.7446,4.7337,-2.6327
82561267273549296,0.427,0.752,0.341,0.988,0.145,0.596,0.159,0.481,0.203,0.444,0.647,0.577,0.858,3615.6194,4.8204,-0.553
19229565016626600,0.601,0.867,0.453,0.808,0.104,0.673,0.075,0.646,0.157,0.508,0.745,0.768,0.856,3446.1409,4.7867,-0.4926
19234341020273500,0.59,0.208,0.344,0.847,0.011,0.947,0.052,0.714,0.034,0.806,0.547,0.515,0.69,3582.4736,4.5108,-1.6741
106665066120464000,0.177,0.222,0.272,0.907,0.207,0.503,0.316,0.31,0.183,0.469,0.464,0.396,0.639,4333.2964,4.6394,0.0046
103292662094731008,0.57,0.043,0.051,0.684,0.3,0.395,0.629,0.128,0.19,0.46,0.302,0.216,0.469,5491.3076,4.7266,-1.8272
87157599539366208,0.097,0.122,0.108,0.645,0.188,0.528,0.387,0.258,0.128,0.555,0.34,0.268,0.497,5055.884,4.7854,-1.6323
74494730281029504,0.705,0.087,0.212,0.056,0.209,0.5,0.403,0.247,0.146,0.524,0.357,0.286,0.514,4908.3135,4.7622,-1.4021
72900507139766096,0.233,0.128,0.054,0.574,0.03,0.873,0.126,0.536,0.03,0.823,0.365,0.296,0.523,4828.796,4.8164,-1.456
75286382947950000,0.575,0.232,0.062,0.439,0.085,0.714,0.147,0.5,0.096,0.62,0.51,0.449,0.684,3913.8435,4.8464,-0.814
106675339682328992,0.212,0.495,0.053,0.587,0.006,0.973,0.009,0.921,0.053,0.736,0.802,0.853,0.888,3212.3691,4.7438,-0.6629
79848737728007600,0.172,0.688,0.325,0.701,0.193,0.521,0.158,0.482,0.243,0.397,0.689,0.682,0.828,3601.7993,4.6018,-0.6488
103031970463860992,0.449,0.08,0.147,0.547,0.094,0.693,0.248,0.372,0.066,0.698,0.322,0.247,0.479,5403.3506,4.7764,-2.1443
101640950816356992,0.219,0.269,0.112,0.554,0.045,0.823,0.136,0.518,0.048,0.754,0.409,0.332,0.585,4449.861,5.0257,-2.394
87621593446315104,0.183,0.795,0.101,0.003,0.115,0.65,0.112,0.562,0.169,0.49,0.682,0.649,0.853,3552.5012,4.3364,-0.2178
24467672771447600,0.582,0.664,0.444,0.427,0.079,0.73,0.063,0.681,0.126,0.559,0.732,0.752,0.844,3449.8887,4.8356,-0.1333
102376317936675008,0.801,0.098,0.02,0.571,0.024,0.896,0.09,0.608,0.036,0.8,0.453,0.394,0.615,4222.833,5.0682,-1.9
103186043826368992,0.521,0.484,0.019,0.44,0.459,0.264,0.547,0.166,0.425,0.246,0.525,0.465,0.701,4272.2363,4.6065,-0.0003
89064397515437504,0.807,0.151,0.22,0.193,0.219,0.487,0.395,0.253,0.172,0.486,0.396,0.315,0.575,4531.5913,4.6109,-1.2906
26072822308870000,0.993,0.074,0.122,0.532,0.416,0.295,0.803,0.062,0.263,0.377,0.313,0.235,0.473,5342.2427,4.3872,-1.4648
26422986697977800,0.652,0.112,0.129,0.765,0.402,0.306,0.731,0.087,0.272,0.368,0.345,0.265,0.512,5152.6333,4.7584,-1.4539
85884571233022000,0.215,0.191,0.139,0.769,0.009,0.957,0.113,0.56,0.018,0.885,0.334,0.224,0.538,4990.7676,4.7975,-3.5452
89192181382635504,0.821,0.09,0.081,0.341,0.149,0.588,0.309,0.316,0.112,0.587,0.366,0.29,0.533,4869.0605,4.7482,-0.9627
86964188572356400,0.14,0.104,0.046,0.593,0.197,0.516,0.362,0.275,0.155,0.511,0.396,0.317,0.572,4651.058,4.8697,-1.6444
101669641197982000,0.239,0.029,0.048,0.64,0.047,0.818,0.15,0.494,0.045,0.764,0.378,0.296,0.556,4726.909,4.8736,-1.7205
82596378630436800,0.533,0.579,0.24,0.145,0.087,0.711,0.094,0.6,0.129,0.554,0.661,0.634,0.821,3503.8281,4.5001,-0.9066
23220517348912100,0.749,0.778,0.283,0.183,0.232,0.471,0.206,0.418,0.269,0.371,0.652,0.636,0.796,3692.6567,4.8289,-0.4289
102147825676404992,0.929,0.181,0.134,0.437,0.311,0.385,0.502,0.189,0.246,0.394,0.417,0.341,0.593,4515.2266,4.3867,-1.3143
102127278553120992,0.769,0.339,0.272,0.263,0.081,0.724,0.131,0.526,0.096,0.621,0.533,0.481,0.701,3673.0896,4.511,-1.2218
89504781986979504,0.725,0.28,0.109,0.598,0.019,0.917,0.046,0.734,0.058,0.721,0.64,0.592,0.823,3457.799,4.5563,-0.4149
82387230903177600,0.988,0.555,0.765,0.51,0.01,0.952,0.049,0.726,0.04,0.782,0.579,0.529,0.754,3427.355,4.8324,-1.132
74543795986778304,0.405,0.06,0.173,0.157,0.012,0.942,0.114,0.558,0.015,0.899,0.319,0.24,0.48,5151.8325,4.7993,-1.881
106637685703915008,0.153,0.239,0.124,0.713,0.002,0.99,0.062,0.681,0.024,0.854,0.474,0.398,0.661,4271.0312,4.9451,-1.5548
81155232419692400,0.977,0.242,0.047,0.782,0.238,0.463,0.389,0.256,0.198,0.45,0.43,0.354,0.609,4301.905,4.5092,-1.9995
101599031935436000,0.542,0.254,0.248,0.369,0.057,0.787,0.086,0.618,0.086,0.645,0.598,0.561,0.759,3567.977,4.4476,-1.0745
106534292956344000,0.022,0.411,0.133,0.623,0.404,0.305,0.512,0.184,0.36,0.292,0.501,0.441,0.673,4256.881,4.6832,0.0006
26153602054287600,0.989,0.439,0.247,0.361,0.475,0.253,0.549,0.165,0.445,0.234,0.535,0.478,0.709,4204.755,4.6553,0.0064
24441215772581200,0.409,0.033,0.108,0.446,0.1,0.681,0.225,0.397,0.057,0.725,0.321,0.309,0.397,5038.4224,4.7796,-1.4142
89039826007496704,0.571,0.177,0.052,0.629,0.005,0.977,0.071,0.655,0.025,0.848,0.455,0.368,0.653,4148.614,5.0179,-1.6325
23381458362528000,0.502,0.335,0.09,0.12,0.19,0.526,0.222,0.4,0.206,0.44,0.574,0.527,0.742,3799.7087,4.3542,-0.7325
85761735168250096,0.693,0.478,0.213,0.384,0.026,0.888,0.052,0.714,0.061,0.71,0.631,0.596,0.794,3455.78,4.9184,-0.3521
26338938482414800,0.714,0.135,0.073,0.168,0.091,0.7,0.233,0.388,0.068,0.692,0.341,0.266,0.502,5080.4155,4.7775,-1.4227
87274869326223392,0.351,0.195,0.1,0.624,0.143,0.6,0.297,0.326,0.111,0.589,0.375,0.293,0.55,4695.521,4.8219,-1.3846
87446775392778400,0.675,0.109,0.084,0.315,0.434,0.282,0.818,0.057,0.287,0.353,0.329,0.244,0.5,5233.62,4.7245,-1.5827
23896820078120400,0.217,0.006,0.182,0.34,0.045,0.822,0.17,0.465,0.033,0.813,0.307,0.237,0.455,5465.362,4.7492,-1.6762
86363442906610496,0.796,0.131,0.053,0.499,0.122,0.637,0.219,0.403,0.107,0.596,0.44,0.381,0.599,4389.729,4.6512,-0.0049
106670735477344000,0.217,0.18,0.204,0.167,0.052,0.801,0.125,0.537,0.058,0.721,0.456,0.397,0.618,4243.164,5.0217,-1.7526
88957912390703392,0.81,0.117,0.358,0.085,0.026,0.889,0.056,0.701,0.059,0.719,0.611,0.571,0.777,3451.4307,4.6228,-1.1722
24276838784725300,0.485,0.437,0.329,0.617,0.021,0.909,0.022,0.84,0.066,0.697,0.76,0.795,0.859,3287.738,4.9281,-0.14
103209855125086000,0.677,0.536,0.252,0.238,0.005,0.974,0.031,0.797,0.042,0.777,0.65,0.627,0.801,3388.1978,5.0082,-0.6197
75598708674350304,0.167,0.16,0.216,0.257,0.024,0.895,0.124,0.539,0.022,0.863,0.333,0.271,0.476,5159.6304,4.7951,-1.919
99864728436365904,0.192,0.084,0.106,0.601,0.562,0.198,0.999,0.002,0.374,0.281,0.341,0.261,0.508,5066.9014,4.5802,-1.0783
79623269125135200,0.224,0.129,0.114,0.327,0.031,0.868,0.11,0.566,0.042,0.777,0.434,0.357,0.615,4330.809,4.8145,-0.9475
79833786946691200,0.131,0.942,0.993,0.131,0.012,0.946,0.018,0.863,0.056,0.728,0.755,0.785,0.858,3238.924,5.0917,-0.5673
103067842030831008,0.555,0.424,0.169,0.214,0.068,0.758,0.101,0.585,0.09,0.634,0.577,0.541,0.732,3553.5703,4.4516,-1.019
74625881402017904,0.211,0.262,0.121,0.059,0.013,0.942,0.052,0.714,0.038,0.792,0.56,0.522,0.713,3703.2295,4.9802,-0.9225
23822843561235300,0.332,0.188,0.286,0.39,0.103,0.675,0.181,0.45,0.1,0.613,0.469,0.412,0.63,4318.6245,4.5412,0.0143
23560060282469300,0.8,0.056,0.298,0.744,0.292,0.404,0.582,0.149,0.195,0.455,0.327,0.243,0.495,5224.5376,4.7027,-0.8937
79649962346041904,0.209,0.096,0.063,0.565,0.039,0.844,0.126,0.535,0.039,0.786,0.397,0.334,0.552,4545.8657,4.8724,-1.5211
26418004536185900,0.667,0.244,0.434,0.718,0.106,0.669,0.225,0.397,0.086,0.644,0.392,0.325,0.553,4576.4795,4.7382,-1.4422
24864940066155300,0.973,0.511,0.018,0.711,0.078,0.731,0.087,0.616,0.116,0.579,0.655,0.636,0.804,3775.0144,4.3937,-0.0824
76422586480746208,0.387,0.558,0.107,0.056,0.036,0.851,0.029,0.807,0.088,0.639,0.781,0.815,0.884,3294.0503,4.9144,-0.066
101909815768527008,0.784,0.073,0.306,0.566,0.043,0.829,0.168,0.468,0.028,0.833,0.293,0.233,0.425,5527.162,4.7553,-1.693
102884090445518000,0.035,0.096,0.465,0.348,0.212,0.496,0.485,0.198,0.135,0.543,0.295,0.205,0.465,5547.03,4.7497,-3.1773
86329151887495392,0.983,0.236,0.1,0.409,0.113,0.655,0.26,0.36,0.085,0.647,0.355,0.278,0.522,4895.023,4.7916,-1.4773
103125978708692000,0.405,0.439,0.056,0.587,0.016,0.926,0.042,0.752,0.047,0.759,0.624,0.611,0.757,3333.8523,4.6169,-1.1673
23529411395521200,0.696,0.53,0.528,0.699,0.195,0.519,0.203,0.423,0.221,0.422,0.611,0.578,0.769,3652.1262,4.4221,-1.186
22758829838759600,0.491,0.18,0.302,0.815,0.419,0.293,0.728,0.089,0.294,0.347,0.365,0.286,0.534,4809.1606,4.79,-1.4058
24527978407608900,0.281,0.311,0.108,0.519,0.347,0.352,0.489,0.196,0.296,0.345,0.466,0.397,0.642,4262.938,4.6631,-0.0614
23385856409041700,0.482,0.285,0.116,0.249,0.004,0.979,0.049,0.723,0.034,0.809,0.554,0.488,0.741,3604.5984,4.8652,-0.3964
89419157518722096,0.868,0.116,0.078,0.664,0.029,0.878,0.141,0.509,0.026,0.842,0.324,0.24,0.492,5224.426,4.8168,-2.5925
19544712537551400,0.603,0.124,0.065,0.423,0.061,0.777,0.163,0.476,0.046,0.761,0.363,0.319,0.489,4938.8916,4.7373,-0.7985
23854939852395100,0.302,0.473,0.144,0.685,0.117,0.646,0.134,0.522,0.158,0.506,0.63,0.582,0.811,3647.658,4.6385,-0.5236
20021316468173400,0.992,0.133,0.275,0.24,0.031,0.871,0.081,0.631,0.047,0.757,0.512,0.469,0.664,3949.1553,4.8469,-0.8453
26189851577707200,0.635,0.199,0.309,0.687,0.108,0.664,0.2,0.426,0.1,0.612,0.448,0.384,0.614,4239.255,4.7169,-0.5091
102321823391272000,0.717,0.024,0.025,0.657,0.168,0.558,0.374,0.267,0.113,0.585,0.322,0.242,0.485,5258.7603,4.7774,-2.0835
79438104494738096,0.144,0.285,0.039,0.272,0.485,0.246,0.776,0.071,0.362,0.29,0.398,0.319,0.573,4797.856,4.6887,-0.6797
87324420364594800,0.445,0.082,0.112,0.683,0.286,0.41,0.534,0.172,0.2,0.448,0.354,0.275,0.522,4937.3247,4.8073,-1.7702
89176371607116992,0.772,0.239,0.171,0.737,0.182,0.538,0.274,0.347,0.168,0.492,0.48,0.416,0.652,4069.4834,4.787,-0.7039
102998886331560000,0.071,0.064,0.134,0.571,0.05,0.808,0.154,0.488,0.047,0.756,0.379,0.299,0.554,4639.3276,4.8404,-1.4263
25151775162391000,0.842,0.103,0.144,0.542,0.007,0.968,0.102,0.583,0.011,0.923,0.322,0.25,0.474,5149.9946,4.7863,-2.2762
76202203119200704,0.655,0.138,0.083,0.336,0.161,0.569,0.321,0.306,0.119,0.573,0.37,0.299,0.531,4816.5273,4.8058,-1.399
19271969229289000,0.693,0.136,0.087,0.275,0.488,0.244,0.857,0.044,0.348,0.301,0.363,0.273,0.546,4873.4463,4.7048,-0.8919
75278475912868608,0.511,0.264,0.057,0.043,0.095,0.692,0.143,0.505,0.117,0.577,0.552,0.489,0.738,3661.3625,4.4653,-1.0987
74389181459744496,0.355,0.528,0.09,0.806,0.038,0.846,0.066,0.671,0.068,0.691,0.608,0.576,0.763,3366.4346,4.6138,-0.9845
79850485779633696,0.172,0.011,0.104,0.566,0.074,0.742,0.196,0.431,0.062,0.709,0.367,0.285,0.541,4744.598,4.8384,-1.506
88239587700955200,0.881,0.523,0.367,0.395,0.106,0.668,0.106,0.573,0.148,0.521,0.665,0.644,0.817,3665.6987,4.7208,-0.466
72846115674218592,0.147,0.41,0.408,0.229,0.001,0.994,0.02,0.853,0.036,0.801,0.682,0.701,0.786,3313.1912,4.6902,-1.0628
75693438473368800,0.29,0.175,0.06,0.306,0.035,0.857,0.114,0.557,0.044,0.769,0.433,0.355,0.613,4254.8574,4.8788,-1.8859
18427093327129800,0.855,0.787,0.004,0.394,0.01,0.953,0.009,0.915,0.061,0.712,0.818,0.87,0.905,3167.8518,4.9403,-0.0526
87157874417282496,0.112,0.105,0.119,0.645,0.002,0.992,0.065,0.674,0.016,0.895,0.432,0.382,0.577,4362.5386,5.0231,-1.9609
75638703410038400,0.294,0.095,0.137,0.217,0.004,0.981,0.058,0.695,0.016,0.894,0.452,0.433,0.56,4287.024,4.8756,-1.2906
75085786499900496,0.858,0.036,0.088,0.647,0.005,0.976,0.083,0.625,0.018,0.885,0.395,0.315,0.572,4498.479,4.8505,-2.4889
24276426467848500,0.464,0.36,0.316,0.897,0.133,0.617,0.169,0.467,0.149,0.521,0.566,0.522,0.729,3563.459,4.4074,-1.0695
87559093081973296,0.207,0.363,0.281,0.631,0.048,0.812,0.113,0.559,0.068,0.692,0.501,0.42,0.7,4012.5547,4.952,-1.2655
19584883366632500,0.669,0.287,0.701,0.522,0.321,0.375,0.514,0.183,0.25,0.39,0.415,0.343,0.585,4445.7197,4.8023,-1.116
103084064122340000,0.503,0.046,0.059,0.401,0.044,0.827,0.12,0.546,0.05,0.746,0.442,0.376,0.61,4338.1187,4.913,-1.5124
86598875834008304,0.866,0.129,0.138,0.695,0.062,0.772,0.172,0.462,0.047,0.758,0.353,0.301,0.485,4915.945,4.8221,-1.5943
106850711786568000,0.026,0.101,0.29,0.265,0.053,0.798,0.201,0.425,0.037,0.794,0.286,0.198,0.454,5670.3286,4.7354,-2.7032
75014558762158496,0.899,0.11,0.2,0.5,0.016,0.928,0.118,0.549,0.018,0.88,0.328,0.244,0.498,5162.801,4.7978,-2.0218
86680720730374704,0.728,0.121,0.311,0.313,0.001,0.994,0.049,0.727,0.027,0.837,0.532,0.473,0.707,3728.1685,4.8322,-0.956
102644083377520992,0.362,0.294,0.104,0.801,0.035,0.855,0.066,0.671,0.062,0.707,0.593,0.564,0.742,3521.0745,4.6081,-1.2133
86811219017052496,0.1,0.112,0.169,0.431,0.367,0.335,0.693,0.102,0.25,0.39,0.339,0.253,0.515,5143.346,4.7852,-2.2171
106934034152523008,0.038,0.433,0.272,0.782,0.032,0.867,0.047,0.734,0.07,0.687,0.67,0.66,0.808,3580.826,4.7657,-0.6638
99917947376083904,0.244,0.137,0.347,0.225,0.123,0.634,0.268,0.353,0.099,0.613,0.378,0.293,0.559,4733.2295,4.8699,-1.7361
24327897355980800,0.434,0.256,0.1,0.564,0.003,0.983,0.078,0.637,0.023,0.856,0.431,0.326,0.647,4362.1265,4.9094,-1.8955
24437092603956000,0.427,0.166,0.136,0.331,0.155,0.579,0.285,0.337,0.124,0.563,0.407,0.34,0.569,4501.683,4.771,-0.9914
72899446283286592,0.204,0.103,0.139,0.752,0.065,0.764,0.172,0.463,0.057,0.724,0.384,0.313,0.547,4641.098,4.8088,-1.1513
74553657231723104,0.487,0.348,0.146,0.915,0.048,0.814,0.066,0.669,0.071,0.683,0.613,0.617,0.723,3631.2266,4.7012,-0.8197
74943880780700096,0.641,0.73,0.187,0.103,0.116,0.649,0.111,0.562,0.157,0.507,0.667,0.65,0.814,3444.3118,4.5426,-0.8476
99681792893893104,0.105,0.364,0.31,0.235,0.112,0.657,0.111,0.563,0.15,0.518,0.658,0.64,0.804,3716.7002,4.728,-0.3279
75293284960190800,0.574,0.241,0.121,0.445,0.168,0.558,0.208,0.416,0.181,0.472,0.561,0.512,0.729,3998.2158,4.7539,-0.4733
83047693793923296,0.967,0.211,0.053,0.339,0.289,0.407,0.582,0.149,0.188,0.463,0.319,0.238,0.483,5259.817,4.7436,-1.7311
23303672209961300,0.901,0.034,0.153,0.432,0.342,0.356,0.664,0.114,0.224,0.419,0.325,0.244,0.49,5209.024,4.376,-2.314
75916742412810208,0.063,0.16,0.068,0.398,0.31,0.386,0.531,0.174,0.238,0.403,0.395,0.312,0.576,4898.4287,4.7985,-1.6255
26451058604260900,0.729,0.253,0.13,0.532,0.513,0.228,0.848,0.047,0.366,0.288,0.377,0.3,0.547,4793.0435,4.7281,-0.9056
103385910129231008,0.159,0.344,0.096,0.101,0.136,0.612,0.154,0.489,0.151,0.517,0.59,0.568,0.728,3796.629,4.81,-0.5114
18090677128751400,0.971,0.144,0.461,0.149,0.033,0.863,0.152,0.492,0.027,0.837,0.312,0.231,0.475,5298.903,4.7704,-1.8696
102378929276786000,0.819,0.694,0.39,0.651,0.146,0.594,0.112,0.561,0.207,0.438,0.727,0.724,0.867,3487.3286,4.5507,-0.572
79847565201846208,0.158,0.357,0.284,0.792,0.008,0.963,0.016,0.872,0.041,0.778,0.719,0.777,0.779,3204.429,4.6732,-0.8927
24679745371974500,0.524,0.227,0.182,0.787,0.076,0.738,0.162,0.476,0.08,0.66,0.452,0.373,0.638,4134.8916,4.7941,-0.7372
89480489651823200,0.743,0.104,0.073,0.681,0.078,0.731,0.206,0.418,0.069,0.689,0.373,0.278,0.565,4657.581,4.8924,-1.7861
20123571049781500,0.913,0.193,0.11,0.572,0.286,0.41,0.425,0.233,0.239,0.401,0.452,0.386,0.622,4863.971,3.8218,0.2954
79526851403752704,0.243,0.079,0.008,0.587,0.011,0.95,0.041,0.755,0.043,0.773,0.615,0.586,0.769,3456.5884,4.5333,-1.1002
102314023731272000,0.565,0.039,0.071,0.719,0.026,0.888,0.137,0.517,0.02,0.872,0.304,0.24,0.443,5346.35,4.7787,-1.7577
82241034511952800,0.848,0.32,0.164,0.099,0.066,0.762,0.086,0.617,0.1,0.612,0.626,0.594,0.785,3386.7917,4.5739,-0.9621
26747681930114600,0.928,0.529,0.172,0.715,0.128,0.626,0.154,0.489,0.152,0.516,0.591,0.551,0.754,3904.4888,4.7386,-0.3443
85948686504561200,0.131,0.391,0.12,0.322,0.131,0.621,0.142,0.507,0.164,0.497,0.624,0.59,0.785,3596.2593,4.2893,-0.7769
82659948442163392,0.901,0.144,0.474,0.421,0.174,0.549,0.34,0.291,0.129,0.555,0.372,0.3,0.534,4806.8433,4.8876,-2.1497
89921741707165296,0.855,0.693,0.119,0.04,0.196,0.518,0.134,0.521,0.281,0.359,0.759,0.757,0.903,3431.5024,4.4406,-0.5234
101528628831224000,0.628,0.046,0.104,0.656,0.041,0.836,0.149,0.496,0.029,0.829,0.323,0.274,0.446,5245.67,4.7784,-1.5661
87601596078652992,0.294,0.193,0.175,0.606,0.059,0.782,0.151,0.493,0.055,0.732,0.405,0.343,0.561,4491.6875,4.8637,-1.3964
22627094601728800,0.406,0.141,0.02,0.422,0.487,0.245,0.943,0.018,0.299,0.343,0.302,0.224,0.458,5610.9336,4.5504,-0.8778
106583530464944000,0.346,0.129,0.13,0.785,0.33,0.367,0.647,0.12,0.227,0.415,0.335,0.242,0.517,5193.599,4.7836,-1.9322
74830253126016704,0.307,0.268,0.053,0.017,0.321,0.376,0.446,0.22,0.28,0.36,0.476,0.409,0.652,4424.362,4.5441,0.0215
82430975145529904,0.863,0.192,0.116,0.451,0.137,0.609,0.28,0.342,0.103,0.605,0.375,0.308,0.533,4694.5312,4.799,-2.3113
23134514922847200,0.8,0.473,0.8,0.723,0.051,0.804,0.063,0.68,0.091,0.632,0.667,0.65,0.815,3701.9612,4.8466,-0.5219
85829252054256992,0.571,0.34,0.097,0.95,0.305,0.391,0.485,0.198,0.244,0.397,0.423,0.348,0.599,4376.4683,4.6678,-0.7023
87912448632093792,0.984,0.469,0.112,0.667,0.189,0.527,0.184,0.447,0.223,0.42,0.636,0.61,0.788,3897.7983,4.3897,-0.05
74824308891127904,0.229,0.107,0.103,0.675,0.14,0.605,0.268,0.353,0.131,0.55,0.433,0.333,0.642,4329.314,4.8293,-1.3853
85921477887141104,0.124,0.093,0.031,0.349,0.333,0.364,0.646,0.121,0.222,0.42,0.33,0.246,0.5,5197.421,4.7719,-2.6664
82728594904146400,0.78,0.23,0.09,0.701,0.316,0.38,0.48,0.201,0.259,0.381,0.439,0.368,0.614,4278.5786,4.3794,-0.5457
106608681789184992,0.132,0.026,0.111,0.483,0.039,0.843,0.112,0.561,0.045,0.763,0.442,0.382,0.601,4287.9653,4.859,-1.1506
86520501270599600,0.565,0.105,0.191,0.73,0.107,0.666,0.251,0.369,0.086,0.643,0.367,0.279,0.549,4715.2563,4.7577,-2.3014
19778225614432500,0.983,0.203,0.135,0.695,0.118,0.644,0.248,0.373,0.097,0.619,0.392,0.316,0.562,4599.9346,4.8012,-1.0674
100190076504054000,0.013,0.011,0.089,0.411,0.064,0.768,0.208,0.416,0.047,0.757,0.311,0.224,0.482,5418.9165,4.7597,-2.4307
89337209542789504,0.595,0.357,0.16,0.35,0.094,0.694,0.162,0.477,0.125,0.561,0.54,0.436,0.775,3568.3962,4.4238,-1.0882
88334454938269296,0.987,0.161,0.252,0.144,0.05,0.809,0.161,0.479,0.04,0.783,0.347,0.281,0.498,4994.8896,4.8325,-2.3531
82430043137239504,0.833,0.176,0.073,0.471,0.12,0.64,0.211,0.412,0.141,0.534,0.503,0.393,0.739,4257.963,4.8983,-1.424
99830364402614208,0.362,0.022,0.118,0.552,0.16,0.571,0.341,0.291,0.123,0.566,0.362,0.269,0.549,4831.209,4.8808,-2.2391
82474508934051696,0.593,0.366,0.024,0.256,0.254,0.445,0.389,0.256,0.222,0.421,0.457,0.38,0.641,4381.863,4.6389,-1.5316
19146448809568700,0.719,0.385,0.198,0.732,0.043,0.829,0.074,0.648,0.066,0.696,0.581,0.557,0.721,3756.9304,4.8396,-0.9504
72949023090323696,0.027,0.184,0.38,0.595,0.171,0.553,0.29,0.333,0.145,0.527,0.435,0.369,0.602,4346.8823,4.6144,-0.3461
19614394086405600,0.864,0.164,0.173,0.51,0.059,0.782,0.156,0.485,0.068,0.691,0.434,0.329,0.649,4115.6963,4.6104,-2.9384
89869927221749600,0.877,0.095,0.238,0.63,0.341,0.358,0.537,0.171,0.258,0.382,0.411,0.346,0.572,4529.355,4.8053,-1.1754
101918199544672000,0.694,0.409,0.412,0.01,0.01,0.955,0.021,0.843,0.046,0.76,0.708,0.737,0.805,3300.0723,4.8941,-0.3617
103444871439743008,0.423,0.195,0.26,0.484,0.523,0.222,0.809,0.06,0.399,0.264,0.41,0.332,0.589,4489.8486,4.3683,-1.0928
18425306620721500,0.857,0.181,0.116,0.628,0.037,0.848,0.074,0.648,0.063,0.707,0.572,0.532,0.731,3600.1487,4.3019,-1.7869
22540847363136100,0.334,0.101,0.099,0.396,0.276,0.421,0.496,0.192,0.202,0.444,0.375,0.297,0.547,4715.1504,4.3961,-1.1402
23151282474788800,0.83,0.301,0.056,0.599,0.491,0.242,0.783,0.069,0.372,0.283,0.401,0.319,0.582,4513.794,4.3735,-0.9601
23873455456207800,0.093,0.284,0.328,0.781,0.224,0.481,0.352,0.282,0.189,0.462,0.444,0.377,0.615,4249.729,4.3501,-0.8292
24276602561797200,0.465,0.305,0.106,0.671,0.012,0.944,0.059,0.691,0.032,0.816,0.517,0.478,0.665,3806.7573,4.9808,-1.4665
22964399857982000,0.347,0.342,0.225,0.734,0.01,0.955,0.042,0.749,0.038,0.79,0.594,0.568,0.739,3489.4275,4.6123,-1.1998
19406414590380800,0.898,0.115,0.408,0.103,0.086,0.712,0.205,0.419,0.074,0.674,0.387,0.307,0.563,4645.8496,4.8873,-1.7506
86554895368588096,0.734,0.159,0.098,0.519,0.061,0.777,0.193,0.435,0.048,0.755,0.33,0.245,0.501,5151.1313,4.7809,-3.0848
86559744387110896,0.726,0.104,0.061,0.459,0.289,0.407,0.524,0.177,0.214,0.43,0.375,0.288,0.556,4750.5537,4.8172,-1.4821
89929159115595600,0.916,0.166,0.067,0.687,0.017,0.924,0.109,0.567,0.02,0.874,0.35,0.281,0.503,5142.1777,4.7979,-1.7341
74383546462872400,0.312,0.988,0.364,0.462,0.129,0.624,0.09,0.608,0.192,0.458,0.753,0.768,0.876,3424.3193,4.8758,-0.1526
87715949583133104,0.471,0.374,0.146,0.298,0.516,0.226,0.76,0.077,0.463,0.222,0.463,0.357,0.686,4458.2524,4.4966,-0.1779
72632638619508608,0.095,0.206,0.079,0.747,0.405,0.304,0.681,0.107,0.292,0.349,0.379,0.304,0.548,4655.6357,4.5866,-1.725
100183513794023008,0.061,0.385,0.599,0.89,0.154,0.58,0.192,0.436,0.167,0.493,0.562,0.518,0.723,3604.7803,4.0432,-1.2488
75037412283933504,0.876,0.109,0.211,0.695,0.051,0.805,0.142,0.508,0.054,0.732,0.419,0.338,0.601,4362.723,4.8414,-1.1629
